id_cliente,servicos_recomendados
277,"['Corte Masculino', 'Manicure', 'Escova G', '#NOME?', 'Aplicação de Coloração do cliente raiz', 'Manicure e Pedicure', 'Corte FEMININO', 'Pedicure', 'Nutrição KEUNE YOU P', 'Design de Sobrancelha', 'Hidratação Takae G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Mechas', 'Nutrição P.H', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU G', 'Unha Artística/Decorada', 'Penteado', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'MATIZAÇÃO M', 'Manutenção volume brasileiro', 'Pezinho Masculino', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'SPA de pés', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pigmentação de Barba', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Unha de Gel - Manutenção', 'Pintura Sobrancelhas - Henna', 'Lavar e Secar M', 'Lavar e Secar P', 'Hidratação Wella', 'Lavar e Secar G', 'Corte Parceria', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Escova GG', 'Lavar', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
123,"['Manicure e Pedicure', 'Corte FEMININO', 'Top Coat em gel', 'Coloração Keune', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Mechas', 'Esmaltação  - ESPECIAL', 'Corte Masculino', 'Manicure', 'hidratação Muzza', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Pedicure', 'Design de Sobrancelha', 'Lavar e Secar P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Nutrição KEUNE YOU M', 'MATIZAÇÃO M', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Manutenção volume brasileiro', 'Sem referencia', 'Nutrição KEUNE YOU G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Nutrição KEUNE YOU P', 'Nutrição P.H', 'Remoção', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Lavar e Secar M', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Postiça Realista', 'SPA de pés', '#NOME?', 'Lavar e Secar G', 'Barba', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Banho em Gel', 'Lavar', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Parceria', 'Escova G', 'Escova GG', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Hidratação Wella']"
68,"['Corte Masculino', 'Coloração Keune', 'Manicure e Pedicure', 'Manicure', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Corte FEMININO', '#NOME?', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Pedicure', 'Escova M', 'Escova G', 'Lavar e Secar P', 'Aplicação de Coloração do cliente raiz', 'SPA de pés', 'Nutrição KEUNE YOU P', 'MATIZAÇÃO M', 'Unha de Gel - Manutenção', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Unha Artística/Decorada', 'Top Coat em gel', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Remoção', 'Terapia Capilar pacote', 'Penteado', 'Pezinho Masculino', 'Terapia Capilar com ozonio', 'Pigmentação de Barba', 'Lavar e Secar M', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Sem referencia', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Nutrição P.H', 'Hidratação Wella', 'Lavar e Secar G', 'Design de Sobrancelha', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Corte Parceria', 'Escova GG', 'Lavar', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
3,"['Escova G', '#NOME?', 'Manicure', 'Escova M', 'Aplicação de Coloração do cliente raiz', 'Manicure e Pedicure', 'Esmaltação - Mãos', 'Cabelo e Barba', 'Escova P', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Nutrição P.H', 'Manutenção Soft Gel', 'Lavar', 'Alongamento Soft Gel', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Previa', 'Escova e Prancha', 'hidratação Muzza', 'Corte FEMININO', 'Aplicação de Coloração total do cliente', 'Base', 'Cilios 3, 4, 5 D', 'Design de Sobrancelha', 'Postiça', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'BABYLISS  P', 'Pedicure', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Pure Repair P.H', 'Postiça Realista', 'Manutenção volume brasileiro', 'BABYLISS  G', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Aplicação de cílios', 'SPA de pés', 'Sem referencia', 'Terapia Capilar com ozonio', 'Terapia Capilar pacote', 'Top Coat em gel', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'Mechas', 'Manutenção Banho em Gel', 'BABYLISS M', 'Corte Parceria', 'Escova GG', 'Corte Masculino', 'Corte Infantil', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Corte - Franja', 'Esmaltação - Pés', 'Coloração Keune Ruivo', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Coloração Keune', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'LIXAR PÉS', 'Lavar e Secar G', 'Lavar e Secar M', 'Lavar e Secar P', 'MATIZAÇÃO M', 'Barba', 'Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Hidratação Wella']"
64,"['Cabelo e Barba', 'Corte Parceria', 'Manicure', 'Corte FEMININO', 'Manicure e Pedicure', 'Corte Masculino', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Escova P', 'Hidratação Previa', '#NOME?', 'Penteado', 'Pedicure', 'Nutrição P.H', 'Nutrição KEUNE YOU P', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Mechas', 'Manutenção volume brasileiro', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Pezinho Masculino', 'Postiça', 'Pigmentação de Barba', 'SPA de pés', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'Remoção', 'Pintura Sobrancelhas - Henna', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Lavar e Secar P', 'MATIZAÇÃO M', 'Hidratação Wella', 'Lavar e Secar M', 'Escova GG', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cilios 3, 4, 5 D', 'Coloração Keune', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Design de Sobrancelha', 'Escova G', 'Escova M', 'Lavar e Secar G', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
98,"['Manicure e Pedicure', 'Manicure', 'Coloração Keune', 'Design de Sobrancelha', 'Corte Infantil', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Nutrição P.H', 'Pedicure', 'Terapia Capilar com ozonio', 'SPA de pés', 'Escova M', 'Corte FEMININO', 'Coloração Keune Ruivo', '#NOME?', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Alongamento Soft Gel', 'Hidratação Previa', 'Pure Repair P.H', 'Terapia Capilar pacote', 'Escova e Prancha', 'Escova P', 'Hidratação Takae P', 'Postiça Realista', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Manutenção Soft Gel', 'Nutrição KEUNE YOU M', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Manutenção volume brasileiro', 'Mechas', 'Unha de Gel - Manutenção', 'Nutrição KEUNE YOU G', 'Top Coat em gel', 'Unha Artística/Decorada', 'Nutrição KEUNE YOU P', 'Penteado', 'Pezinho Masculino', 'Sem referencia', 'MATIZAÇÃO M', 'Pintura Sobrancelhas - Henna', 'Remoção', 'Postiça', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Pigmentação de Barba', 'Hidratação Wella', 'Lavar e Secar P', 'Corte Parceria', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Corte - Franja', 'Corte Masculino', 'Escova G', 'Lavar e Secar M', 'Escova GG', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'LIXAR PÉS', 'Lavar', 'Lavar e Secar G', 'hidratação Muzza']"
223,"['Manicure e Pedicure', 'Manutenção Banho em Gel', 'Corte Infantil', 'Pedicure', 'Top Coat em gel', 'Esmaltação  - ESPECIAL', 'Banho em Gel', '#NOME?', 'Nutrição KEUNE YOU P', 'Corte Masculino', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Manicure', 'Unha de Gel - Manutenção', 'Manicure e Pedicure - Francesinha', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Nutrição KEUNE YOU G', 'MATIZAÇÃO M', 'Lavar e Secar P', 'Nutrição KEUNE YOU M', 'Nutrição P.H', 'Pigmentação de Barba', 'Penteado', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Unha Artística/Decorada', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'SPA de pés', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Pezinho Masculino', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Pintura Sobrancelhas - Henna', 'Lavar e Secar G', 'Lavar e Secar M', 'Hidratação Wella', 'Lavar', 'Base', 'Corte FEMININO', 'Corte - Franja', 'Coloração Keune Ruivo', 'Coloração Keune', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Barba', 'Design de Sobrancelha', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Parceria', 'Escova G', 'LIXAR PÉS', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Alongamento Soft Gel', 'Hidratação Takae P', 'Hidratação Takae M', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Previa', 'Escova GG', 'Esmaltação - Pés', 'Esmaltação - Mãos', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'Escova M', 'hidratação Muzza']"
45,"['Escova M', 'Corte Parceria', 'Manicure', 'Manicure e Pedicure', 'Corte Masculino', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Corte FEMININO', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Previa', 'Escova e Prancha', 'Escova P', 'hidratação Muzza', 'Aplicação de Coloração do cliente raiz', 'Base', 'Aplicação de Coloração total do cliente', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Unha Artística/Decorada', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Nutrição P.H', 'Unha de Gel - Manutenção', 'Pedicure', 'Remoção', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'MATIZAÇÃO M', 'Postiça', 'Postiça Realista', 'Sem referencia', 'Pure Repair P.H', 'SPA de pés', 'Pintura Sobrancelhas - Henna', '#NOME?', 'Lavar e Secar P', 'Escova G', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Design de Sobrancelha', 'Escova GG', 'Lavar e Secar M', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'Lavar e Secar G', 'Hidratação Wella']"
281,"['Manicure', '#NOME?', 'Escova M', 'Coloração Keune', 'Corte FEMININO', 'Design de Sobrancelha', 'Nutrição P.H', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Corte - Franja', 'Lavar e Secar P', 'Manicure e Pedicure - Francesinha', 'BABYLISS  P', 'Terapia Capilar pacote', 'BABYLISS M', 'Lavar e Secar G', 'Manicure e Pedicure', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Escova GG', 'Postiça', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Unha de Gel - Manutenção', 'SPA de pés', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Sem referencia', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Terapia Capilar com ozonio', 'Pure Repair P.H', 'MATIZAÇÃO M', 'Unha Artística/Decorada', 'Pedicure', 'Penteado', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça Realista', 'Remoção', 'Hidratação Wella', 'Lavar e Secar M', 'Escova G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova P', 'Lavar', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
109,"['Manicure e Pedicure', 'Coloração Keune', 'Manicure', 'Pedicure', 'Corte Masculino', 'Hidratação Takae P', 'Remoção', 'Esmaltação - Mãos', 'Pure Repair P.H', '#NOME?', 'Hidratação Takae M', 'Top Coat em gel', 'Manicure e Pedicure - Francesinha', 'Nutrição P.H', 'Manutenção Soft Gel', 'MATIZAÇÃO M', 'Manutenção volume brasileiro', 'Mechas', 'Lavar e Secar P', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Manutenção Banho em Gel', 'Pezinho Masculino', 'Penteado', 'Lavar e Secar G', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Postiça Realista', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'SPA de pés', 'Sem referencia', 'Terapia Capilar com ozonio', 'Terapia Capilar pacote', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'Lavar e Secar M', 'Hidratação Wella', 'Lavar', 'Barba', 'Corte FEMININO', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Banho em Gel', 'Corte Parceria', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Infantil', 'Design de Sobrancelha', 'LIXAR PÉS', 'Hidratação Previa', 'Alongamento Soft Gel', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Esmaltação - Pés', 'Escova G', 'Esmaltação  - ESPECIAL', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'Escova M', 'Escova GG', 'hidratação Muzza']"
67,"['Cabelo e Barba', 'Manicure e Pedicure', 'Corte Masculino', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Corte FEMININO', 'Mechas', 'Coloração Keune', 'hidratação Muzza', 'Lavar e Secar P', 'Manicure', 'Pedicure', 'Design de Sobrancelha', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Nutrição KEUNE YOU P', 'Unha de Gel - Manutenção', 'MATIZAÇÃO M', 'Unha Artística/Decorada', 'Top Coat em gel', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Terapia Capilar pacote', 'Manutenção volume brasileiro', 'Terapia Capilar com ozonio', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição P.H', 'Sem referencia', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Lavar e Secar G', 'Postiça', 'SPA de pés', 'Postiça Realista', 'Remoção', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Lavar e Secar M', '#NOME?', 'Lavar', 'Barba', 'Corte Parceria', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Base', 'Banho em Gel', 'LIXAR PÉS', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Escova G', 'Escova GG', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'Hidratação Wella']"
282,"['Manicure', '#NOME?', 'Escova M', 'Coloração Keune', 'Corte FEMININO', 'Design de Sobrancelha', 'Nutrição P.H', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Corte - Franja', 'Lavar e Secar P', 'Manicure e Pedicure - Francesinha', 'BABYLISS  P', 'Terapia Capilar pacote', 'BABYLISS M', 'Lavar e Secar G', 'Manicure e Pedicure', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Escova GG', 'Postiça', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Unha de Gel - Manutenção', 'SPA de pés', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Sem referencia', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Terapia Capilar com ozonio', 'Pure Repair P.H', 'MATIZAÇÃO M', 'Unha Artística/Decorada', 'Pedicure', 'Penteado', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça Realista', 'Remoção', 'Hidratação Wella', 'Lavar e Secar M', 'Escova G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova P', 'Lavar', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
259,"['Manicure', '#NOME?', 'Escova M', 'Coloração Keune', 'Corte FEMININO', 'Design de Sobrancelha', 'Nutrição P.H', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Corte - Franja', 'Lavar e Secar P', 'Manicure e Pedicure - Francesinha', 'BABYLISS  P', 'Terapia Capilar pacote', 'BABYLISS M', 'Lavar e Secar G', 'Manicure e Pedicure', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Escova GG', 'Postiça', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Unha de Gel - Manutenção', 'SPA de pés', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Sem referencia', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Terapia Capilar com ozonio', 'Pure Repair P.H', 'MATIZAÇÃO M', 'Unha Artística/Decorada', 'Pedicure', 'Penteado', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça Realista', 'Remoção', 'Hidratação Wella', 'Lavar e Secar M', 'Escova G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova P', 'Lavar', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
