Data;Hora;Profissional;Categoria Serviço;Serviço;Cliente;Sexo;Valor;Fechamento Conta;Status
14/08/2023;18:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 139;Masculino;65;Fechada;Finalizado
15/08/2023;10:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 109;Feminino;45;Fechada;Finalizado
15/08/2023;10:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 247;Feminino;60;Fechada;Finalizado
15/08/2023;10:00;Profissional 3;Cuidados com Cabelo;Nutrição P.H;Cliente 109;Feminino;155;Aberta;Cancelado
15/08/2023;10:00;Profissional 3;Cuidados com Cabelo;Hidratação Previa;Cliente 109;Feminino;155;Fechada;Finalizado
15/08/2023;10:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 248;Feminino;40;Fechada;Finalizado
15/08/2023;12:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 60;Feminino;120;Fechada;Finalizado
15/08/2023;12:00;Profissional 3;Cuidados com Cabelo;Hidratação Previa;Cliente 60;Feminino;130;Fechada;Finalizado
15/08/2023;12:00;Profissional 6;Mãos e Pés;Manicure;Cliente 60;Feminino;27;Fechada;Finalizado
15/08/2023;13:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 39;Feminino;175;Fechada;Finalizado
15/08/2023;13:30;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 39;Feminino;165;Fechada;Finalizado
15/08/2023;13:30;Profissional 4;Mãos e Pés;Manicure;Cliente 39;Feminino;27;Fechada;Finalizado
15/08/2023;15:00;Profissional 4;Mãos e Pés;Manicure;Cliente 77;Feminino;27;Fechada;Finalizado
15/08/2023;15:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 249;Masculino;65;Fechada;Finalizado
15/08/2023;15:30;Profissional 2;Cuidados com Cabelo;Lavar e Secar P;Cliente 92;Feminino;15;Fechada;Finalizado
15/08/2023;15:30;Profissional 3;Cuidados com Cabelo;Escova P;Cliente 92;Feminino;30;Fechada;Finalizado
15/08/2023;16:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 250;Masculino;40;Fechada;Finalizado
15/08/2023;16:00;Profissional 2;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 25;Feminino;90;Fechada;Finalizado
15/08/2023;16:00;Profissional 2;Cuidados com Cabelo;Nutrição KEUNE YOU P;Cliente 25;Feminino;165;Fechada;Finalizado
15/08/2023;16:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 25;Feminino;45;Fechada;Finalizado
15/08/2023;16:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 156;Masculino;40;Fechada;Finalizado
15/08/2023;17:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 155;Masculino;40;Fechada;Finalizado
15/08/2023;17:00;Profissional 3;Cuidados com Cabelo;Coloração Keune;Cliente 251;Feminino;300;Fechada;Finalizado
15/08/2023;17:00;Profissional 3;Cuidados com Cabelo;Nutrição P.H;Cliente 251;Feminino;150;Fechada;Finalizado
15/08/2023;17:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 251;Feminino;45;Fechada;Finalizado
15/08/2023;17:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 86;Feminino;58,5;Fechada;Finalizado
15/08/2023;17:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 86;Feminino;31,5;Fechada;Finalizado
15/08/2023;17:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 86;Feminino;22,5;Fechada;Finalizado
15/08/2023;17:00;Profissional 4;Mãos e Pés;Manicure;Cliente 86;Feminino;22,5;Fechada;Finalizado
15/08/2023;17:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Fechada;Finalizado
15/08/2023;18:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 200;Masculino;65;Fechada;Finalizado
15/08/2023;18:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 21;Feminino;225;Fechada;Finalizado
15/08/2023;18:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 21;Feminino;65;Fechada;Finalizado
15/08/2023;18:00;Profissional 3;Cuidados com Cabelo;Corte - Franja;Cliente 21;Feminino;30;Fechada;Finalizado
16/08/2023;10:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
16/08/2023;10:30;Profissional 5;Cuidados com Cabelo;Hidratação Wella;Cliente 115;Feminino;100;Fechada;Finalizado
16/08/2023;11:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 252;Feminino;27;Fechada;Finalizado
16/08/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 51;Feminino;45;Fechada;Finalizado
16/08/2023;15:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 253;Masculino;65;Fechada;Finalizado
16/08/2023;16:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 176;Masculino;65;Fechada;Finalizado
16/08/2023;17:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 254;Masculino;40;Fechada;Finalizado
16/08/2023;18:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 178;Masculino;40;Fechada;Finalizado
17/08/2023;10:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 56;Feminino;45;Fechada;Finalizado
17/08/2023;10:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 56;Feminino;120;Fechada;Finalizado
17/08/2023;11:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 138;Masculino;65;Fechada;Finalizado
17/08/2023;12:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 192;Masculino;40;Fechada;Finalizado
17/08/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 45;Feminino;45;Fechada;Finalizado
17/08/2023;14:00;Profissional 4;Mãos e Pés;Top Coat em gel;Cliente 45;Feminino;20;Fechada;Finalizado
17/08/2023;14:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 172;Masculino;65;Aberta;Cancelado
17/08/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 44;Feminino;45;Fechada;Finalizado
17/08/2023;19:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 172;Masculino;65;Fechada;Finalizado
18/08/2023;10:00;Profissional 4;Mãos e Pés;Manicure;Cliente 27;Feminino;27;Fechada;Finalizado
18/08/2023;10:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 190;Masculino;40;Fechada;Finalizado
18/08/2023;10:30;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 7;Feminino;65;Fechada;Finalizado
18/08/2023;10:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 7;Feminino;45;Fechada;Finalizado
18/08/2023;11:00;Profissional 4;Mãos e Pés;Manicure;Cliente 6;Feminino;22,5;Fechada;Finalizado
18/08/2023;11:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 6;Feminino;22,5;Fechada;Finalizado
18/08/2023;11:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 255;Masculino;65;Fechada;Finalizado
18/08/2023;12:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 77;Feminino;155;Fechada;Finalizado
18/08/2023;13:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 256;Masculino;40;Fechada;Finalizado
18/08/2023;13:30;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 257;Masculino;40;Fechada;Finalizado
18/08/2023;14:00;Profissional 4;Mãos e Pés;Manicure;Cliente 120;Feminino;27;Fechada;Finalizado
18/08/2023;14:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 120;Feminino;55;Fechada;Finalizado
18/08/2023;14:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 258;Masculino;65;Fechada;Finalizado
18/08/2023;14:00;Profissional 6;Mãos e Pés;Manicure;Cliente 258;Masculino;27;Fechada;Finalizado
18/08/2023;15:00;Profissional 4;Mãos e Pés;Esmaltação - Pés;Cliente 42;Feminino;15;Fechada;Finalizado
18/08/2023;15:00;Profissional 4;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Aberta;Cancelado
18/08/2023;15:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 139;Masculino;65;Fechada;Finalizado
18/08/2023;15:00;Profissional 4;Mãos e Pés;Esmaltação - Pés;Cliente 42;Feminino;15;Fechada;Finalizado
18/08/2023;15:00;Profissional 2;Cuidados com Cabelo;Terapia Capilar pacote;Cliente 42;Feminino;170;Fechada;Finalizado
18/08/2023;16:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 137;Masculino;65;Fechada;Finalizado
18/08/2023;16:00;Profissional 6;Mãos e Pés;Manicure;Cliente 1;Feminino;27;Fechada;Finalizado
18/08/2023;17:00;Profissional 4;Mãos e Pés;SPA de pés;Cliente 20;Feminino;35;Fechada;Finalizado
18/08/2023;17:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 20;Feminino;35;Fechada;Finalizado
18/08/2023;17:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
18/08/2023;18:30;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 201;Masculino;40;Fechada;Finalizado
18/08/2023;19:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 259;Masculino;40;Fechada;Finalizado
18/08/2023;19:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 182;Masculino;40;Fechada;Finalizado
19/08/2023;08:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 184;Masculino;40;Fechada;Finalizado
19/08/2023;09:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 49;Feminino;22,5;Fechada;Finalizado
19/08/2023;09:00;Profissional 6;Mãos e Pés - Unhas Artificiais;Remoção;Cliente 49;Feminino;60;Fechada;Finalizado
19/08/2023;09:00;Profissional 6;Mãos e Pés;Manicure;Cliente 49;Feminino;22,5;Fechada;Finalizado
19/08/2023;09:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 183;Masculino;40;Fechada;Finalizado
19/08/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 113;Feminino;55;Fechada;Finalizado
19/08/2023;10:00;Profissional 5;Cuidados com Cabelo;Pure Repair P.H;Cliente 86;Feminino;400;Fechada;Finalizado
19/08/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 86;Feminino;27;Fechada;Finalizado
19/08/2023;10:30;Profissional 4;Mãos e Pés;Manicure;Cliente 95;Feminino;27;Aberta;Cancelado
19/08/2023;10:30;Profissional 4;Mãos e Pés;Manicure;Cliente 95;Feminino;27;Aberta;Cancelado
19/08/2023;10:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 260;Masculino;40;Fechada;Finalizado
19/08/2023;11:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 261;Masculino;40;Fechada;Finalizado
19/08/2023;11:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 24;Feminino;165;Fechada;Finalizado
19/08/2023;11:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 24;Feminino;65;Fechada;Finalizado
19/08/2023;11:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 24;Feminino;45;Fechada;Finalizado
19/08/2023;11:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 50;Feminino;45;Fechada;Finalizado
19/08/2023;11:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 262;Feminino;120;Fechada;Finalizado
19/08/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 81;Feminino;45;Fechada;Finalizado
19/08/2023;12:30;Profissional 7;Cabelo e Barba;Barba;Cliente 145;Masculino;30;Fechada;Finalizado
19/08/2023;13:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 263;Feminino;55;Fechada;Finalizado
19/08/2023;13:30;Profissional 2;Cuidados com Cabelo;Hidratação Wella;Cliente 8;Feminino;130;Fechada;Finalizado
19/08/2023;13:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 33;Feminino;45;Fechada;Finalizado
19/08/2023;14:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 141;Masculino;40;Fechada;Finalizado
19/08/2023;14:30;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
19/08/2023;14:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 23;Feminino;40;Fechada;Finalizado
19/08/2023;14:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 264;Masculino;40;Fechada;Finalizado
19/08/2023;15:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 117;Feminino;27;Fechada;Finalizado
19/08/2023;15:00;Profissional 4;Mãos e Pés;LIXAR PÉS;Cliente 117;Feminino;10;Fechada;Finalizado
19/08/2023;15:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 32;Feminino;55;Fechada;Finalizado
19/08/2023;15:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 160;Masculino;65;Fechada;Finalizado
19/08/2023;16:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 265;Masculino;65;Fechada;Finalizado
19/08/2023;17:00;Profissional 7;Cabelo e Barba;Barba;Cliente 186;Masculino;30;Fechada;Finalizado
22/08/2023;09:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 266;Masculino;40;Fechada;Finalizado
22/08/2023;09:30;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 31;Feminino;155;Fechada;Finalizado
22/08/2023;09:30;Profissional 5;Cuidados com Cabelo;Nutrição P.H;Cliente 31;Feminino;130;Fechada;Finalizado
22/08/2023;09:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 31;Feminino;120;Fechada;Finalizado
22/08/2023;09:30;Profissional 4;Mãos e Pés;Manicure;Cliente 31;Feminino;27;Fechada;Finalizado
22/08/2023;10:30;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 86;Feminino;58,5;Fechada;Finalizado
22/08/2023;10:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 86;Feminino;31,5;Fechada;Finalizado
22/08/2023;10:30;Profissional 6;Mãos e Pés;Esmaltação - Mãos;Cliente 86;Feminino;15;Fechada;Finalizado
22/08/2023;13:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 267;Masculino;40;Fechada;Finalizado
22/08/2023;13:30;Profissional 6;Manicure;Manutenção Banho em Gel;Cliente 74;Feminino;90;Fechada;Finalizado
22/08/2023;13:30;Profissional 6;Mãos e Pés;Top Coat em gel;Cliente 74;Feminino;20;Fechada;Finalizado
22/08/2023;13:30;Profissional 4;Mãos e Pés;Pedicure;Cliente 74;Feminino;27;Fechada;Finalizado
22/08/2023;14:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 268;Feminino;120;Fechada;Finalizado
22/08/2023;14:00;Profissional 3;Cuidados com Cabelo;Escova M;Cliente 268;Feminino;75;Fechada;Finalizado
22/08/2023;14:00;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 268;Feminino;155;Fechada;Finalizado
22/08/2023;14:00;Profissional 5;Cuidados com Cabelo;Hidratação Takae P;Cliente 268;Feminino;90;Fechada;Finalizado
22/08/2023;15:30;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 205;Masculino;40;Fechada;Finalizado
22/08/2023;16:00;Profissional 5;Cuidados com Cabelo;Hidratação Wella;Cliente 115;Feminino;100;Fechada;Finalizado
22/08/2023;16:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 115;Feminino;27;Fechada;Finalizado
22/08/2023;16:30;Profissional 4;Mãos e Pés;Manicure;Cliente 3;Feminino;22,5;Fechada;Finalizado
22/08/2023;16:30;Profissional 4;Mãos e Pés;Top Coat em gel;Cliente 3;Feminino;20;Fechada;Finalizado
22/08/2023;16:30;Profissional 6;Mãos e Pés;Pedicure;Cliente 3;Feminino;22,5;Fechada;Finalizado
22/08/2023;17:00;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
22/08/2023;17:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 104;Feminino;27;Fechada;Finalizado
22/08/2023;18:30;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 170;Masculino;40;Fechada;Finalizado
23/08/2023;08:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 173;Masculino;65;Fechada;Finalizado
23/08/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 14;Feminino;45;Fechada;Finalizado
23/08/2023;10:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 269;Masculino;40;Fechada;Finalizado
23/08/2023;11:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
23/08/2023;11:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
23/08/2023;11:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 43;Feminino;45;Fechada;Finalizado
23/08/2023;12:30;Profissional 7;Cabelo e Barba;Barba;Cliente 188;Masculino;30;Fechada;Finalizado
23/08/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 14;Feminino;45;Aberta;Cancelado
23/08/2023;13:30;Profissional 5;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 42;Feminino;150;Fechada;Finalizado
23/08/2023;13:30;Profissional 5;Cuidados com Cabelo;Mechas;Cliente 42;Feminino;200;Fechada;Finalizado
23/08/2023;13:30;Profissional 3;Cuidados com Cabelo;Mechas;Cliente 42;Feminino;200;Fechada;Finalizado
23/08/2023;13:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 42;Feminino;120;Fechada;Finalizado
23/08/2023;13:30;Profissional 6;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Fechada;Finalizado
23/08/2023;16:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 142;Masculino;40;Fechada;Finalizado
23/08/2023;17:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 270;Masculino;40;Fechada;Finalizado
23/08/2023;17:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 149;Masculino;40;Fechada;Finalizado
23/08/2023;18:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 163;Masculino;40;Fechada;Finalizado
24/08/2023;10:00;Profissional 4;Mãos e Pés;Manicure;Cliente 217;Feminino;22,5;Fechada;Finalizado
24/08/2023;10:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 217;Feminino;22,5;Fechada;Finalizado
24/08/2023;10:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 271;Masculino;65;Aberta;Cancelado
24/08/2023;10:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 167;Masculino;65;Fechada;Finalizado
24/08/2023;11:00;Profissional 4;Mãos e Pés;Manicure;Cliente 1;Feminino;27;Fechada;Finalizado
24/08/2023;11:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 146;Masculino;40;Fechada;Finalizado
24/08/2023;12:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 271;Masculino;65;Fechada;Finalizado
24/08/2023;12:00;Profissional 3;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 62;Feminino;120;Fechada;Finalizado
24/08/2023;12:00;Profissional 4;Mãos e Pés;Manicure;Cliente 62;Feminino;22,5;Fechada;Finalizado
24/08/2023;12:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 62;Feminino;22,5;Fechada;Finalizado
24/08/2023;15:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 70;Feminino;85;Fechada;Finalizado
24/08/2023;15:00;Profissional 5;Cuidados com Cabelo;Lavar e Secar P;Cliente 70;Feminino;35;Fechada;Finalizado
24/08/2023;15:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 207;Masculino;65;Fechada;Finalizado
24/08/2023;16:30;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
24/08/2023;16:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 20;Feminino;35;Fechada;Finalizado
24/08/2023;16:30;Profissional 4;Mãos e Pés;Manicure;Cliente 20;Feminino;27;Fechada;Finalizado
24/08/2023;16:30;Profissional 4;Mãos e Pés;Esmaltação - Pés;Cliente 20;Feminino;15;Fechada;Finalizado
24/08/2023;17:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 139;Masculino;65;Fechada;Finalizado
25/08/2023;09:00;Profissional 4;Mãos e Pés;Manicure;Cliente 59;Feminino;27;Fechada;Finalizado
25/08/2023;09:00;Profissional 6;Mãos e Pés;Manicure;Cliente 272;Feminino;27;Fechada;Finalizado
25/08/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 59;Feminino;65;Fechada;Finalizado
25/08/2023;10:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 273;Feminino;120;Fechada;Finalizado
25/08/2023;10:00;Profissional 5;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 273;Feminino;90;Fechada;Finalizado
25/08/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 273;Feminino;27;Fechada;Finalizado
25/08/2023;11:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 6;Feminino;45;Fechada;Finalizado
25/08/2023;12:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 274;Masculino;40;Fechada;Finalizado
25/08/2023;12:30;Profissional 2;Cuidados com Cabelo;Pure Repair P.H;Cliente 94;Feminino;300;Fechada;Finalizado
25/08/2023;12:30;Profissional 6;Mãos e Pés;Pedicure;Cliente 94;Feminino;22,5;Fechada;Finalizado
25/08/2023;12:30;Profissional 4;Mãos e Pés;Manicure;Cliente 94;Feminino;22,5;Fechada;Finalizado
25/08/2023;12:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 94;Feminino;50;Fechada;Finalizado
25/08/2023;13:00;Profissional 4;Mãos e Pés;Manicure;Cliente 44;Feminino;27;Aberta;Cancelado
25/08/2023;13:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 145;Masculino;65;Fechada;Finalizado
25/08/2023;13:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 275;Feminino;27;Aberta;Cancelado
25/08/2023;14:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 276;Masculino;65;Fechada;Finalizado
25/08/2023;14:00;Profissional 6;Mãos e Pés;Manicure;Cliente 104;Feminino;27;Fechada;Finalizado
25/08/2023;15:00;Profissional 4;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Fechada;Finalizado
25/08/2023;15:00;Profissional 5;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 42;Feminino;145;Fechada;Finalizado
25/08/2023;16:00;Profissional 4;Mãos e Pés;Manicure;Cliente 44;Feminino;27;Aberta;Cancelado
25/08/2023;16:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 277;Masculino;40;Fechada;Finalizado
25/08/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 44;Feminino;45;Fechada;Finalizado
25/08/2023;16:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 135;Masculino;65;Fechada;Finalizado
25/08/2023;18:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 278;Masculino;40;Fechada;Finalizado
25/08/2023;18:30;Profissional 7;Cabelo e Barba;Barba;Cliente 200;Masculino;30;Fechada;Finalizado
26/08/2023;09:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 279;Masculino;65;Fechada;Finalizado
26/08/2023;09:00;Profissional 4;Mãos e Pés;Manicure;Cliente 50;Feminino;27;Fechada;Finalizado
26/08/2023;09:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 48;Feminino;45;Fechada;Finalizado
26/08/2023;09:00;Profissional 6;Mãos e Pés;Manicure e Pedicure - Francesinha;Cliente 48;Feminino;7;Fechada;Finalizado
26/08/2023;09:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 48;Feminino;120;Fechada;Finalizado
26/08/2023;09:30;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
26/08/2023;09:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 23;Feminino;40;Fechada;Finalizado
26/08/2023;10:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 197;Masculino;65;Fechada;Finalizado
26/08/2023;10:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 86;Feminino;58,5;Fechada;Finalizado
26/08/2023;10:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 86;Feminino;36;Fechada;Finalizado
26/08/2023;10:00;Profissional 4;Mãos e Pés;Manicure;Cliente 86;Feminino;27;Fechada;Finalizado
26/08/2023;11:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 185;Masculino;40;Fechada;Finalizado
26/08/2023;11:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 186;Masculino;65;Fechada;Finalizado
26/08/2023;11:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 95;Feminino;45;Fechada;Finalizado
26/08/2023;13:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 32;Feminino;165;Fechada;Finalizado
26/08/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 32;Feminino;45;Fechada;Finalizado
26/08/2023;13:30;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 280;Masculino;40;Fechada;Finalizado
26/08/2023;14:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 281;Masculino;40;Fechada;Finalizado
26/08/2023;14:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
26/08/2023;15:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 9;Feminino;165;Fechada;Finalizado
26/08/2023;15:00;Profissional 6;Mãos e Pés;Manicure;Cliente 9;Feminino;27;Fechada;Finalizado
26/08/2023;15:00;Profissional 7;Cabelo e Barba;Barba;Cliente 211;Masculino;30;Fechada;Finalizado
26/08/2023;15:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 9;Feminino;165;Fechada;Finalizado
26/08/2023;15:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 282;Masculino;65;Fechada;Finalizado
26/08/2023;16:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 115;Feminino;65;Fechada;Finalizado
26/08/2023;16:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 8;Feminino;65;Fechada;Finalizado
26/08/2023;16:30;Profissional 4;Mãos e Pés;Manicure;Cliente 8;Feminino;27;Fechada;Finalizado
28/08/2023;12:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 172;Masculino;65;Fechada;Finalizado
28/08/2023;15:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 283;Masculino;40;Fechada;Finalizado
29/08/2023;10:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
29/08/2023;12:00;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 62;Feminino;165;Fechada;Finalizado
